elapsed-r	errors-r	ops/sec(inst)-r	ops/sec(cum)-r	p50(ms)-r	p95(ms)-r	p99(ms)-r	pMax(ms)-r	elapsed-w	errors-w	ops/sec(inst)-w	ops/sec(cum)-w	p50(ms)-w	p95(ms)-w	p99(ms)-w	pMax(ms)-w
208.0	0.0	8100.7	7628.6	5.2	16.3	26.2	46.1	208.0	0.0	427.1	402.6	6.8	18.9	27.3	31.5
209.0	0.0	8219.9	7631.4	5.2	15.7	25.2	44.0	209.0	0.0	418.2	402.7	6.6	22.0	35.7	46.1
210.0	0.0	8353.5	7634.9	5.2	16.3	27.3	41.9	210.0	0.0	399.9	402.7	6.3	15.2	29.4	35.7
211.0	0.0	8233.5	7637.7	5.5	15.2	24.1	48.2	211.0	0.0	453.1	402.9	6.8	14.7	23.1	33.6
212.0	0.0	8174.9	7640.2	5.5	15.2	24.1	41.9	212.0	0.0	430.1	403.0	7.3	18.9	27.3	48.2
213.0	0.0	8333.8	7643.5	5.2	15.2	24.1	44.0	213.0	0.0	417.5	403.1	7.1	18.9	28.3	39.8
214.0	0.0	8430.8	7647.2	5.2	15.2	26.2	48.2	214.0	0.0	409.5	403.1	6.8	18.9	33.6	39.8
215.0	0.0	8443.6	7650.9	5.2	14.2	25.2	48.2	215.0	0.0	432.0	403.3	7.1	15.7	25.2	46.1
216.0	0.0	7906.5	7652.1	5.2	16.8	29.4	65.0	216.0	0.0	422.2	403.3	6.8	19.9	33.6	37.7
217.0	0.0	8276.0	7655.0	5.2	14.7	25.2	46.1	217.0	0.0	441.4	403.5	7.3	19.9	27.3	35.7
218.0	0.0	8136.1	7657.1	5.2	15.7	27.3	46.1	218.0	0.0	461.4	403.8	6.8	18.9	28.3	35.7
219.0	0.0	7998.1	7658.7	5.5	15.7	25.2	92.3	219.0	0.0	426.9	403.9	6.8	14.7	25.2	37.7
220.0	0.0	8510.2	7662.6	5.2	14.7	25.2	44.0	220.0	0.0	409.5	403.9	7.1	16.8	28.3	33.6
221.0	0.0	8245.7	7665.2	5.2	15.7	27.3	50.3	221.0	0.0	480.6	404.3	6.6	18.9	29.4	41.9
222.0	0.0	8767.7	7670.2	5.2	12.6	22.0	39.8	222.0	0.0	436.0	404.4	6.0	13.1	19.9	31.5
223.0	0.0	7946.8	7671.4	5.5	16.8	29.4	44.0	223.0	0.0	450.8	404.6	6.8	19.9	32.5	44.0
224.0	0.0	8439.1	7674.9	5.2	14.7	26.2	39.8	224.0	0.0	420.2	404.7	7.1	19.9	31.5	35.7
225.0	0.0	8237.2	7677.4	5.2	15.2	23.1	44.0	225.0	0.0	464.1	405.0	6.6	17.8	22.0	27.3
226.0	0.0	8482.1	7680.9	5.2	14.7	23.1	41.9	226.0	0.0	455.6	405.2	6.6	16.3	25.2	35.7
227.0	0.0	8329.5	7683.8	5.2	15.2	26.2	41.9	227.0	0.0	466.2	405.4	6.6	16.3	25.2	30.4
228.0	0.0	8256.4	7686.3	5.5	14.7	22.0	37.7	228.0	0.0	420.9	405.5	6.8	17.8	25.2	37.7
229.0	0.0	8156.5	7688.3	5.5	15.2	28.3	46.1	229.0	0.0	438.2	405.7	6.8	17.8	24.1	33.6
230.0	0.0	7786.3	7688.8	5.2	15.7	33.6	88.1	230.0	0.0	446.2	405.8	6.6	21.0	46.1	52.4
231.0	0.0	8289.8	7691.3	5.2	15.2	25.2	60.8	231.0	0.0	455.9	406.0	6.8	18.9	30.4	44.0
232.0	0.0	8377.4	7694.4	5.2	14.2	23.1	46.1	232.0	0.0	450.0	406.2	7.1	17.8	25.2	46.1
233.0	0.0	7467.9	7693.3	5.5	17.8	33.6	96.5	233.0	0.0	401.6	406.2	7.1	21.0	33.6	54.5
234.0	0.0	8223.0	7695.6	5.5	15.2	25.2	44.0	234.0	0.0	416.0	406.3	6.6	17.8	32.5	35.7
235.0	0.0	8240.7	7697.9	5.5	15.2	24.1	37.7	235.0	0.0	439.2	406.4	6.6	17.8	29.4	35.7
236.0	0.0	8296.8	7700.5	5.2	15.2	30.4	75.5	236.0	0.0	430.2	406.5	6.3	17.8	37.7	44.0
237.0	0.0	8504.2	7703.9	5.5	13.6	23.1	46.1	237.0	0.0	427.7	406.6	7.6	14.7	26.2	35.7
238.0	0.0	8111.8	7705.6	5.5	15.2	24.1	50.3	238.0	0.0	432.9	406.7	6.8	19.9	32.5	44.0
239.0	0.0	8151.3	7707.5	5.5	15.2	24.1	39.8	239.0	0.0	424.7	406.8	6.8	18.9	29.4	33.6
240.0	0.0	8166.1	7709.4	5.5	15.7	25.2	46.1	240.0	0.0	424.2	406.8	6.3	19.9	29.4	32.5
241.0	0.0	8283.8	7711.7	5.2	15.2	25.2	37.7	241.0	0.0	432.1	407.0	6.3	15.7	24.1	33.6
242.0	0.0	7518.2	7711.0	5.5	18.9	29.4	67.1	242.0	0.0	432.7	407.1	7.1	22.0	35.7	41.9
243.0	0.0	8901.2	7715.8	5.2	13.1	22.0	41.9	243.0	0.0	490.4	407.4	6.6	14.7	22.0	44.0
244.0	0.0	8210.5	7717.8	5.2	15.7	26.2	44.0	244.0	0.0	426.2	407.5	6.6	17.8	28.3	44.0
245.0	0.0	8431.3	7720.8	5.2	14.7	26.2	44.0	245.0	0.0	448.0	407.6	6.6	16.8	32.5	37.7
246.0	0.0	8146.1	7722.5	5.5	15.2	25.2	48.2	246.0	0.0	470.0	407.9	6.6	19.9	26.2	31.5
247.0	0.0	7889.0	7723.2	5.5	16.3	29.4	92.3	247.0	0.0	445.1	408.0	7.1	16.8	29.4	56.6
248.0	0.0	8189.1	7725.1	5.5	14.7	23.1	46.1	248.0	0.0	433.3	408.1	7.1	16.3	26.2	37.7
249.0	0.0	8178.5	7726.9	5.2	16.8	27.3	46.1	249.0	0.0	389.5	408.1	6.6	19.9	35.7	44.0
250.0	0.0	8620.8	7730.5	5.2	13.6	24.1	46.1	250.0	0.0	425.7	408.1	6.6	15.7	29.4	35.7
251.0	0.0	8414.7	7733.2	5.2	14.7	27.3	39.8	251.0	0.0	464.0	408.4	6.8	16.8	28.3	37.7
252.0	0.0	8231.4	7735.2	5.2	15.7	26.2	44.0	252.0	0.0	424.0	408.4	6.8	17.8	29.4	31.5
253.0	0.0	8198.8	7737.0	5.5	15.2	24.1	44.0	253.0	0.0	450.0	408.6	6.8	18.9	29.4	44.0
254.0	0.0	8295.0	7739.2	5.2	14.7	24.1	41.9	254.0	0.0	446.3	408.7	7.6	18.9	28.3	31.5
255.0	0.0	8176.6	7740.9	5.5	15.7	25.2	39.8	255.0	0.0	411.3	408.8	7.3	13.6	24.1	44.0
256.0	0.0	8148.8	7742.5	5.2	15.2	26.2	44.0	256.0	0.0	450.7	408.9	7.3	19.9	28.3	41.9
257.0	0.0	8207.1	7744.3	5.5	15.2	25.2	60.8	257.0	0.0	417.3	408.9	7.1	17.8	27.3	41.9
258.0	0.0	8534.4	7747.4	5.2	14.2	25.2	46.1	258.0	0.0	412.5	409.0	6.6	18.9	35.7	48.2
259.0	0.0	8242.6	7749.3	5.5	15.2	25.2	46.1	259.0	0.0	417.2	409.0	6.3	18.9	27.3	39.8
260.0	0.0	8507.0	7752.2	5.2	13.6	23.1	37.7	260.0	0.0	451.8	409.2	7.1	16.8	29.4	33.6
261.0	0.0	7680.9	7751.9	5.5	17.8	30.4	83.9	261.0	0.0	443.8	409.3	6.8	19.9	29.4	58.7
262.0	0.0	8445.8	7754.5	5.2	14.2	24.1	39.8	262.0	0.0	430.3	409.4	7.3	16.8	26.2	35.7
263.0	0.0	8226.4	7756.3	5.5	14.7	24.1	48.2	263.0	0.0	434.0	409.5	6.8	18.9	31.5	52.4
264.0	0.0	8065.1	7757.6	5.5	15.2	25.2	39.8	264.0	0.0	423.0	409.5	7.1	19.9	28.3	35.7
265.0	0.0	8528.9	7760.4	5.2	14.2	26.2	46.1	265.0	0.0	431.0	409.6	6.3	15.2	26.2	35.7
266.0	0.0	7732.2	7760.4	5.5	16.8	31.5	79.7	266.0	0.0	403.5	409.6	6.6	18.9	37.7	52.4
267.0	0.0	8344.7	7762.5	5.2	15.2	24.1	39.8	267.0	0.0	440.5	409.7	6.6	17.8	27.3	31.5
268.0	0.0	8377.0	7764.8	5.2	14.7	24.1	44.0	268.0	0.0	419.1	409.7	6.6	17.8	27.3	39.8
269.0	0.0	8390.2	7767.1	5.2	15.2	25.2	54.5	269.0	0.0	410.9	409.7	6.6	15.7	27.3	48.2
270.0	0.0	8107.6	7768.4	5.2	16.3	28.3	50.3	270.0	0.0	396.9	409.7	7.1	16.8	24.1	25.2
271.0	0.0	8209.2	7770.0	5.5	14.7	24.1	41.9	271.0	0.0	432.0	409.8	7.1	17.8	27.3	29.4
272.0	0.0	8115.6	7771.3	5.2	15.2	30.4	65.0	272.0	0.0	436.3	409.9	6.3	19.9	37.7	62.9
273.0	0.0	8204.7	7772.9	5.2	15.2	26.2	41.9	273.0	0.0	483.7	410.1	6.6	15.7	26.2	46.1
274.0	0.0	8215.3	7774.5	5.2	15.7	29.4	54.5	274.0	0.0	415.2	410.1	7.1	17.8	31.5	48.2
275.0	0.0	8132.1	7775.8	5.2	15.7	25.2	54.5	275.0	0.0	437.1	410.2	6.8	16.3	24.1	31.5
276.0	0.0	8088.2	7776.9	5.5	15.7	27.3	41.9	276.0	0.0	427.6	410.3	6.8	19.9	28.3	37.7
277.0	0.0	8421.1	7779.3	5.2	14.7	23.1	41.9	277.0	0.0	445.4	410.4	6.8	16.3	27.3	32.5
278.0	0.0	8311.1	7781.2	5.2	15.7	26.2	46.1	278.0	0.0	419.7	410.5	6.8	17.8	26.2	31.5
279.0	0.0	8425.8	7783.5	5.2	13.6	27.3	41.9	279.0	0.0	420.8	410.5	6.8	15.7	35.7	48.2
280.0	0.0	8346.6	7785.5	5.2	15.2	28.3	46.1	280.0	0.0	449.0	410.6	6.6	18.9	32.5	39.8
281.0	0.0	8533.4	7788.1	5.2	13.6	25.2	48.2	281.0	0.0	441.2	410.8	6.8	18.9	30.4	32.5
282.0	0.0	8235.9	7789.7	5.2	15.7	25.2	62.9	282.0	0.0	439.9	410.9	7.3	17.8	26.2	44.0
283.0	0.0	8182.3	7791.1	5.5	15.2	27.3	52.4	283.0	0.0	462.0	411.0	7.1	15.7	22.0	39.8
284.0	0.0	8349.9	7793.1	5.2	14.7	24.1	44.0	284.0	0.0	438.9	411.1	6.8	18.9	27.3	37.7
285.0	0.0	8092.0	7794.1	5.2	15.7	28.3	46.1	285.0	0.0	434.2	411.2	6.8	21.0	30.4	35.7
286.0	0.0	8167.0	7795.4	5.2	14.7	27.3	52.4	286.0	0.0	435.1	411.3	6.8	19.9	31.5	41.9
287.0	0.0	8355.5	7797.4	5.2	14.2	27.3	50.3	287.0	0.0	457.6	411.5	6.8	17.8	32.5	50.3
288.0	0.0	8067.6	7798.3	5.2	16.3	27.3	41.9	288.0	0.0	413.5	411.5	6.3	23.1	44.0	54.5
289.0	0.0	8353.4	7800.2	5.2	15.2	26.2	46.1	289.0	0.0	420.9	411.5	7.1	18.9	28.3	35.7
290.0	0.0	8284.4	7801.9	5.5	14.7	23.1	44.0	290.0	0.0	412.4	411.5	6.8	18.9	27.3	41.9
291.0	0.0	8323.9	7803.7	5.2	14.7	25.2	54.5	291.0	0.0	405.3	411.5	7.3	17.8	26.2	35.7
292.0	0.0	7993.5	7804.4	5.5	16.3	26.2	46.1	292.0	0.0	445.0	411.6	7.1	18.9	29.4	31.5
293.0	0.0	8370.0	7806.3	5.2	14.7	26.2	46.1	293.0	0.0	457.3	411.8	6.8	22.0	31.5	56.6
294.0	0.0	8609.5	7809.0	5.2	13.6	22.0	48.2	294.0	0.0	446.2	411.9	7.3	17.8	28.3	46.1
295.0	0.0	8374.9	7810.9	5.2	14.7	27.3	52.4	295.0	0.0	446.8	412.0	6.8	17.8	35.7	41.9
296.0	0.0	8204.3	7812.3	5.2	15.7	26.2	46.1	296.0	0.0	449.7	412.1	6.6	16.3	23.1	32.5
297.0	0.0	8284.6	7813.9	5.2	14.7	25.2	48.2	297.0	0.0	469.4	412.3	7.1	17.8	25.2	44.0
298.0	0.0	7928.1	7814.3	5.5	16.8	26.2	41.9	298.0	0.0	412.2	412.3	7.1	19.9	27.3	35.7
299.0	0.0	8409.9	7816.2	5.2	14.2	23.1	39.8	299.0	0.0	438.7	412.4	6.6	18.9	27.3	30.4
300.0	0.0	8016.2	7816.9	5.5	15.7	25.2	48.2	300.0	0.0	421.8	412.4	7.3	21.0	26.2	29.4
301.0	0.0	8432.1	7818.9	5.5	14.7	23.1	41.9	301.0	0.0	397.9	412.4	7.1	17.8	23.1	31.5
302.0	0.0	7941.0	7819.4	5.5	16.3	27.3	48.2	302.0	0.0	405.3	412.4	6.8	18.9	28.3	39.8
303.0	0.0	8233.5	7820.7	5.2	15.2	25.2	44.0	303.0	0.0	424.2	412.4	6.6	18.9	28.3	48.2
304.0	0.0	8086.0	7821.6	5.2	15.7	26.2	52.4	304.0	0.0	460.4	412.6	6.8	19.9	25.2	28.3
305.0	0.0	7813.4	7821.6	5.5	16.3	28.3	62.9	305.0	0.0	442.4	412.7	7.3	21.0	37.7	58.7
306.0	0.0	8297.4	7823.1	5.5	14.2	24.1	39.8	306.0	0.0	451.6	412.8	6.8	17.8	23.1	28.3
307.0	0.0	8319.3	7824.7	5.5	14.7	23.1	39.8	307.0	0.0	447.4	412.9	7.3	17.8	26.2	37.7
308.0	0.0	8276.9	7826.2	5.2	15.7	26.2	37.7	308.0	0.0	456.1	413.0	6.6	16.3	27.3	33.6
309.0	0.0	8103.0	7827.1	5.5	15.2	26.2	50.3	309.0	0.0	413.0	413.0	7.1	19.9	30.4	35.7
310.0	0.0	8298.2	7828.6	5.2	14.7	25.2	54.5	310.0	0.0	439.8	413.1	6.8	14.2	29.4	46.1
311.0	0.0	8243.5	7830.0	5.2	15.7	26.2	52.4	311.0	0.0	404.0	413.1	6.3	19.9	31.5	39.8
312.0	0.0	8205.7	7831.2	5.2	14.7	23.1	39.8	312.0	0.0	452.9	413.2	6.6	18.9	29.4	32.5
313.0	0.0	8119.6	7832.1	5.5	15.7	26.2	46.1	313.0	0.0	425.6	413.3	6.8	17.8	25.2	30.4
314.0	0.0	8504.2	7834.2	5.2	14.7	23.1	37.7	314.0	0.0	419.6	413.3	7.1	16.8	27.3	33.6
315.0	0.0	7771.9	7834.0	5.2	16.8	30.4	79.7	315.0	0.0	423.7	413.3	7.3	24.1	44.0	96.5
316.0	0.0	8384.3	7835.8	5.2	14.7	25.2	39.8	316.0	0.0	406.4	413.3	6.6	19.9	28.3	32.5
317.0	0.0	7411.6	7834.4	5.5	17.8	44.0	92.3	317.0	0.0	382.8	413.2	7.1	17.8	33.6	71.3
318.0	0.0	8433.8	7836.3	5.2	14.2	25.2	46.1	318.0	0.0	434.0	413.3	6.8	17.8	30.4	39.8
319.0	0.0	7123.5	7834.1	5.2	19.9	44.0	121.6	319.0	0.0	412.8	413.3	6.8	24.1	39.8	52.4
320.0	0.0	7944.2	7834.4	5.2	16.3	30.4	88.1	320.0	0.0	391.4	413.2	6.8	16.8	32.5	52.4
321.0	0.0	8548.1	7836.7	5.2	14.2	22.0	41.9	321.0	0.0	440.8	413.3	6.6	15.7	26.2	30.4
322.0	0.0	8105.8	7837.5	5.5	15.2	23.1	44.0	322.0	0.0	429.0	413.3	7.1	17.8	24.1	28.3
323.0	0.0	8397.7	7839.2	5.5	14.2	23.1	44.0	323.0	0.0	454.1	413.4	7.3	16.8	23.1	31.5
324.0	0.0	8239.9	7840.4	5.5	14.7	24.1	37.7	324.0	0.0	429.0	413.5	7.1	17.8	24.1	31.5
325.0	0.0	8104.9	7841.3	5.5	15.2	26.2	62.9	325.0	0.0	409.5	413.5	7.1	17.8	28.3	41.9
326.0	0.0	8507.0	7843.3	5.2	13.6	23.1	37.7	326.0	0.0	436.5	413.6	7.1	15.7	23.1	27.3
327.0	0.0	8297.0	7844.7	5.2	14.7	26.2	41.9	327.0	0.0	437.8	413.6	6.6	16.8	28.3	50.3
328.0	0.0	8161.7	7845.7	5.2	15.2	27.3	50.3	328.0	0.0	446.8	413.7	6.8	19.9	29.4	37.7
329.0	0.0	8275.1	7847.0	5.2	14.7	25.2	46.1	329.0	0.0	416.1	413.7	7.1	21.0	29.4	35.7
330.0	0.0	8374.3	7848.6	5.2	15.7	26.2	46.1	330.0	0.0	428.1	413.8	7.1	19.9	30.4	39.8
331.0	0.0	8215.9	7849.7	5.5	14.7	25.2	41.9	331.0	0.0	430.7	413.8	6.6	15.7	24.1	31.5
332.0	0.0	8246.6	7850.9	5.5	15.2	24.1	44.0	332.0	0.0	412.0	413.8	6.8	16.8	25.2	27.3
333.0	0.0	8655.7	7853.3	5.2	13.6	23.1	44.0	333.0	0.0	437.2	413.9	6.8	18.9	32.5	41.9
334.0	0.0	8244.5	7854.4	5.2	15.7	24.1	39.8	334.0	0.0	412.2	413.9	6.8	18.9	28.3	39.8
335.0	0.0	8187.6	7855.5	5.2	15.7	26.2	41.9	335.0	0.0	426.7	413.9	6.8	14.2	25.2	32.5
336.0	0.0	7869.9	7855.5	5.5	15.7	27.3	79.7	336.0	0.0	363.9	413.8	6.6	18.9	37.7	54.5
337.0	0.0	8254.4	7856.7	5.2	15.2	28.3	130.0	337.0	0.0	422.3	413.8	6.8	15.7	22.0	26.2
338.0	0.0	8062.0	7857.3	5.2	15.2	27.3	39.8	338.0	0.0	453.0	413.9	7.1	17.8	30.4	35.7
339.0	0.0	8530.4	7859.3	5.2	14.2	23.1	37.7	339.0	0.0	417.8	413.9	6.8	15.2	26.2	29.4
340.0	0.0	8240.6	7860.4	5.2	15.7	24.1	41.9	340.0	0.0	448.1	414.0	6.8	17.8	27.3	48.2
341.0	0.0	8589.8	7862.5	5.2	13.6	23.1	35.7	341.0	0.0	438.0	414.1	6.8	15.7	24.1	31.5
342.0	0.0	8517.7	7864.4	5.2	13.6	24.1	41.9	342.0	0.0	473.2	414.3	7.1	13.6	21.0	27.3
343.0	0.0	8255.4	7865.6	5.5	15.2	24.1	50.3	343.0	0.0	439.5	414.4	6.8	21.0	30.4	35.7
344.0	0.0	8157.9	7866.4	5.5	14.7	25.2	92.3	344.0	0.0	448.4	414.5	6.8	15.7	25.2	37.7
345.0	0.0	8438.0	7868.1	5.5	14.2	22.0	41.9	345.0	0.0	422.0	414.5	6.6	17.8	24.1	31.5
346.0	0.0	8417.5	7869.7	5.2	14.2	23.1	44.0	346.0	0.0	431.4	414.5	7.1	16.8	25.2	35.7
347.0	0.0	8332.7	7871.0	5.2	15.2	25.2	48.2	347.0	0.0	442.8	414.6	6.8	17.8	31.5	35.7
348.0	0.0	8499.7	7872.8	5.2	14.7	23.1	46.1	348.0	0.0	436.5	414.7	6.8	17.8	25.2	35.7
349.0	0.0	8208.4	7873.8	5.2	15.2	26.2	54.5	349.0	0.0	410.3	414.7	6.6	15.2	24.1	35.7
350.0	0.0	8363.8	7875.2	5.5	14.2	23.1	41.9	350.0	0.0	456.0	414.8	6.8	16.8	25.2	32.5
351.0	0.0	8502.6	7877.0	5.2	14.7	25.2	39.8	351.0	0.0	474.0	414.9	6.6	16.3	29.4	37.7
352.0	0.0	8318.5	7878.2	5.2	14.7	24.1	44.0	352.0	0.0	465.7	415.1	7.1	16.3	24.1	31.5
353.0	0.0	8652.0	7880.4	5.2	14.2	21.0	41.9	353.0	0.0	472.2	415.2	7.1	16.8	23.1	31.5
354.0	0.0	8710.6	7882.8	5.2	13.1	21.0	39.8	354.0	0.0	414.7	415.2	6.3	15.2	24.1	31.5
355.0	0.0	8389.7	7884.2	5.2	14.7	24.1	46.1	355.0	0.0	434.3	415.3	6.6	14.7	24.1	35.7
356.0	0.0	8385.0	7885.6	5.2	15.2	24.1	48.2	356.0	0.0	460.2	415.4	7.3	16.3	27.3	50.3
357.0	0.0	8312.3	7886.8	5.2	15.2	24.1	41.9	357.0	0.0	446.8	415.5	6.8	18.9	25.2	37.7
358.0	0.0	8334.3	7888.0	5.2	14.7	24.1	39.8	358.0	0.0	475.6	415.7	6.8	16.8	25.2	37.7
359.0	0.0	8076.8	7888.6	5.5	15.7	26.2	50.3	359.0	0.0	449.7	415.8	6.8	17.8	26.2	41.9
360.0	0.0	7579.1	7887.7	5.5	17.8	33.6	104.9	360.0	0.0	394.4	415.7	7.1	17.8	29.4	39.8
361.0	0.0	8411.8	7889.2	5.5	14.7	23.1	39.8	361.0	0.0	409.7	415.7	7.1	18.9	25.2	35.7
362.0	0.0	8420.3	7890.6	5.2	14.2	23.1	41.9	362.0	0.0	489.8	415.9	6.6	16.3	23.1	29.4
363.0	0.0	8183.8	7891.4	5.5	14.7	27.3	54.5	363.0	0.0	428.8	415.9	7.1	15.7	28.3	39.8
364.0	0.0	7927.9	7891.5	5.5	15.7	26.2	52.4	364.0	0.0	428.7	416.0	7.3	18.9	28.3	39.8
365.0	0.0	8146.7	7892.2	5.5	14.7	24.1	41.9	365.0	0.0	396.1	415.9	6.8	18.9	26.2	44.0
366.0	0.0	8331.5	7893.4	5.2	14.7	24.1	41.9	366.0	0.0	477.2	416.1	6.6	16.3	25.2	35.7
367.0	0.0	8427.1	7894.9	5.2	14.7	25.2	44.0	367.0	0.0	485.2	416.3	6.3	16.8	24.1	35.7
368.0	0.0	8071.1	7895.4	5.5	15.7	25.2	56.6	368.0	0.0	442.8	416.3	7.1	16.8	24.1	33.6
369.0	0.0	8518.9	7897.1	5.2	14.2	23.1	52.4	369.0	0.0	431.0	416.4	6.8	16.3	30.4	35.7
370.0	0.0	8338.4	7898.2	5.2	15.2	26.2	48.2	370.0	0.0	444.0	416.5	7.1	16.8	24.1	39.8
371.0	0.0	7893.5	7898.2	5.5	16.3	30.4	79.7	371.0	0.0	426.2	416.5	6.6	17.8	28.3	44.0
372.0	0.0	8513.8	7899.9	5.2	14.2	23.1	39.8	372.0	0.0	458.8	416.6	6.8	16.3	25.2	31.5
373.0	0.0	8373.1	7901.1	5.2	15.2	24.1	39.8	373.0	0.0	451.2	416.7	7.1	19.9	27.3	30.4
374.0	0.0	8297.8	7902.2	5.2	15.2	27.3	50.3	374.0	0.0	452.7	416.8	6.8	22.0	33.6	41.9
375.0	0.0	8258.9	7903.2	5.5	14.7	25.2	46.1	375.0	0.0	442.2	416.9	7.1	16.3	24.1	29.4
376.0	0.0	8480.2	7904.7	5.2	14.7	23.1	39.8	376.0	0.0	421.9	416.9	6.6	16.3	24.1	37.7
377.0	0.0	8340.1	7905.9	5.2	15.2	27.3	41.9	377.0	0.0	381.8	416.8	7.1	17.8	25.2	33.6
378.0	0.0	8357.1	7907.1	5.2	14.2	24.1	52.4	378.0	0.0	473.1	416.9	7.1	14.7	27.3	35.7
379.0	0.0	8059.0	7907.5	5.2	15.7	29.4	83.9	379.0	0.0	442.1	417.0	7.1	19.9	28.3	46.1
380.0	0.0	8507.5	7909.0	5.5	13.6	23.1	39.8	380.0	0.0	441.0	417.1	6.6	16.8	32.5	44.0
381.0	0.0	7941.2	7909.1	5.5	16.8	28.3	75.5	381.0	0.0	398.2	417.0	7.1	17.8	28.3	32.5
382.0	0.0	8642.9	7911.0	5.2	13.1	22.0	39.8	382.0	0.0	437.8	417.1	6.8	17.8	27.3	30.4
383.0	0.0	8264.6	7912.0	5.5	15.2	23.1	39.8	383.0	0.0	431.1	417.1	7.1	19.9	25.2	44.0
384.0	0.0	8328.7	7913.0	5.5	14.7	25.2	58.7	384.0	0.0	416.1	417.1	7.1	15.2	25.2	32.5
385.0	0.0	8035.0	7913.4	5.5	15.7	25.2	56.6	385.0	0.0	417.3	417.1	6.8	19.9	29.4	37.7
386.0	0.0	8378.4	7914.6	5.2	14.7	24.1	46.1	386.0	0.0	435.7	417.1	7.1	15.7	22.0	29.4
387.0	0.0	8582.8	7916.3	5.2	14.2	24.1	46.1	387.0	0.0	448.8	417.2	6.6	17.8	27.3	37.7
388.0	0.0	8162.9	7916.9	5.2	15.2	25.2	44.0	388.0	0.0	465.0	417.4	6.8	16.3	24.1	39.8
389.0	0.0	8630.6	7918.8	5.2	13.6	25.2	48.2	389.0	0.0	460.1	417.5	6.8	17.8	28.3	37.7
390.0	0.0	8624.4	7920.6	5.2	14.2	23.1	44.0	390.0	0.0	420.0	417.5	6.8	16.3	27.3	39.8
391.0	0.0	8061.5	7920.9	5.5	15.7	28.3	83.9	391.0	0.0	442.9	417.5	6.8	16.3	24.1	48.2
392.0	0.0	8191.6	7921.6	5.2	15.7	25.2	41.9	392.0	0.0	424.8	417.6	6.6	15.2	26.2	35.7
393.0	0.0	8381.3	7922.8	5.2	14.2	24.1	46.1	393.0	0.0	475.1	417.7	6.3	17.8	28.3	48.2
394.0	0.0	8576.0	7924.4	5.2	13.6	23.1	50.3	394.0	0.0	486.2	417.9	7.1	14.7	26.2	44.0
395.0	0.0	8119.9	7924.9	5.2	15.7	28.3	58.7	395.0	0.0	434.9	417.9	6.8	18.9	32.5	50.3
396.0	0.0	8002.3	7925.1	5.2	16.8	29.4	65.0	396.0	0.0	436.2	418.0	6.6	19.9	33.6	46.1
397.0	0.0	8480.6	7926.5	5.2	14.7	23.1	54.5	397.0	0.0	410.9	417.9	7.1	16.3	24.1	35.7
398.0	0.0	7764.8	7926.1	5.2	16.3	31.5	104.9	398.0	0.0	424.0	418.0	7.3	21.0	29.4	52.4
399.0	0.0	8436.9	7927.4	5.2	14.2	21.0	39.8	399.0	0.0	496.6	418.2	7.1	17.8	26.2	41.9
400.0	0.0	8562.0	7929.0	5.2	13.6	22.0	39.8	400.0	0.0	427.2	418.2	6.8	18.9	25.2	30.4
401.0	0.0	8264.0	7929.8	5.5	15.2	25.2	41.9	401.0	0.0	452.3	418.3	6.8	18.9	27.3	35.7
402.0	0.0	8434.7	7931.1	5.2	14.2	25.2	56.6	402.0	0.0	449.0	418.3	7.1	17.8	26.2	32.5
403.0	0.0	8454.4	7932.4	5.2	14.2	24.1	46.1	403.0	0.0	407.4	418.3	6.8	15.7	25.2	31.5
404.0	0.0	8465.2	7933.7	5.5	14.2	24.1	41.9	404.0	0.0	427.5	418.3	6.8	15.2	24.1	32.5
405.0	0.0	8417.9	7934.9	5.2	14.2	25.2	46.1	405.0	0.0	462.8	418.4	7.1	19.9	27.3	52.4
406.0	0.0	8348.2	7935.9	5.5	14.7	23.1	41.9	406.0	0.0	445.7	418.5	6.8	14.7	25.2	29.4
407.0	0.0	8027.3	7936.1	5.5	16.3	27.3	52.4	407.0	0.0	422.9	418.5	7.3	16.8	31.5	39.8
408.0	0.0	8482.7	7937.5	5.2	14.7	24.1	50.3	408.0	0.0	415.4	418.5	6.8	15.2	26.2	31.5
409.0	0.0	8805.2	7939.6	5.2	13.1	23.1	48.2	409.0	0.0	457.2	418.6	6.8	15.2	29.4	33.6
410.0	0.0	8191.8	7940.2	5.5	15.7	26.2	41.9	410.0	0.0	395.9	418.6	7.1	17.8	27.3	30.4
411.0	0.0	8344.3	7941.2	5.2	15.2	26.2	50.3	411.0	0.0	397.2	418.5	6.6	16.8	29.4	44.0
412.0	0.0	8545.7	7942.7	5.2	14.2	22.0	37.7	412.0	0.0	432.5	418.5	7.1	16.3	23.1	33.6
413.0	0.0	8298.2	7943.5	5.2	15.2	25.2	44.0	413.0	0.0	433.5	418.6	6.6	19.9	28.3	37.7
414.0	0.0	8436.3	7944.7	5.2	14.2	21.0	48.2	414.0	0.0	465.1	418.7	7.1	16.8	23.1	33.6
415.0	0.0	8279.6	7945.5	5.5	14.2	24.1	41.9	415.0	0.0	458.5	418.8	7.1	16.3	25.2	30.4
416.0	0.0	8540.3	7947.0	5.5	13.1	23.1	41.9	416.0	0.0	428.1	418.8	6.6	16.3	29.4	44.0
